"Classification","Business_Name","Title","Address","Suburb","Postcode","State","Country","Distance","Centre Size","Number of GP's","Phone Number"
"Clinical Services","All Medical Centres","Colchester Medical Centre","310 Colchester Road, Bayswater North VIC 3153","Bayswater North","3015","Victoria","Australia","1733.14","Midsized","6","(03) 9720 5515"
"Clinical Services","All Medical Centres","Doctors Care Clinic","157 Scoresby Road, Boronia VIC 3155","Boronia","3155","Victoria","Australia","1733.17","Midsized","7","(03) 9839 3333"
"Clinical Services","All Medical Centres","Parkdale Medical Surgery","135 Parkers Road, Parkdale VIC 3195","Parkdale","3195","Victoria","Australia","1733.26","Midsized","6","(03) 9580 1912"
"Clinical Services","All Medical Centres","Springvale Family Medical Practice","84 Springvale Road, Springvale VIC 3171","Springvale","3171","Victoria","Australia","1733.42","Small","2","(03) 9547 9449"
"Clinical Services","All Medical Centres","Dr Lums Surgery","188 Scoresby Road, Boronia VIC 3155","Boronia","3155","Victoria","Australia","1733.48","Small","1","(03) 9762 1788"
"Clinical Services","All Medical Centres","New Life Medical Centre","71 Police Road, Mulgrave VIC 3170","Mulgrave","3170","Victoria","Australia","1733.49","Small","1","(03) 9547 1223"
"Clinical Services","All Medical Centres","Tallangatta Health Medical Centre","25 Barree Street, Tallangatta VIC 3700","Tallangatta","3700","Victoria","Australia","1733.57","Small","3","(02) 6071 5270"
"Clinical Services","All Medical Centres","Springvale","51A Windsor Avenue, Springvale VIC 3171","Springvale","3171","Victoria","Australia","1733.58","Small","2","(03) 9547 7449"
"Clinical Services","All Medical Centres","Knoxfield Medical Centre","34 Riddell Road, Wantirna South VIC 3152","Wantirna South","3162","Victoria","Australia","1733.66","Small","1","(03) 9801 9055"
"Clinical Services","All Medical Centres","Australasian Medical Clinic","29 Balmoral Avenue, Springvale VIC 3171","Springvale","3171","Victoria","Australia","1733.79","Small","1","(03) 9548 2626"
"Clinical Services","All Medical Centres","Dr Sam's Medical Practice","6 St Johns Avenue, Springvale VIC 3171","Springvale","3190","Victoria","Australia","1733.79","Small","1","(03) 9558 5886"
"Clinical Services","All Medical Centres","The Medical Practice","1185 Heatherton Road, Noble Park VIC 3174","Springvale","3171","Victoria","Australia","1733.85","Small","2","(03) 9546 7646"
"Clinical Services","All Medical Centres","The Medical Practice","5 St Johns Avenue, Springvale VIC 3171","Springvale","3171","Victoria","Australia","1733.85","Small","1","(03) 9562 4772"
"Clinical Services","All Medical Centres","Springvale","796 To 798 Princes Highway, Springvale VIC 3171","Springvale","3171","Victoria","Australia","1733.89","Small","4","(03) 9547 3511"
"Clinical Services","All Medical Centres","Springvale","16 Balmoral Avenue, Springvale VIC 3171","Springvale","3171","Victoria","Australia","1733.89","Small","2","(03) 9574 1717"
"Clinical Services","All Medical Centres","SIA Medical Montrose","10 Leith Road, Montrose VIC 3765","Montrose","3765","Victoria","Australia","1733.91","Midsized","6","(03) 9728 6869"
"Clinical Services","All Medical Centres","For Life Medical Centre","14 St Johns Avenue, Springvale VIC 3171","Springvale","3192","Victoria","Australia","1733.91","Small","1","(03) 9562 3824"
"Clinical Services","All Medical Centres","The Medical Practice","Suite 4, 14 Balmoral Avenue, Springvale VIC 3171","Springvale","3171","Victoria","Australia","1733.91","Small","1","(03) 9558 4560"
"Clinical Services","All Medical Centres","Mt Evelyn Medical Surgery","27-29 Hereford Rd, Mount Evelyn VIC 3796","Mount Evelyn","3796","Victoria","Australia","1733.92","Midsized","10","(03) 9736 2393"
"Clinical Services","All Medical Centres","Springvale All Care Medical Practice","16 St Johns Avenue, Springvale VIC 3171","Springvale","3171","Victoria","Australia","1733.93","Small","1","(03) 9546 2499"
"Clinical Services","All Medical Centres","The Medical Practice","Suite 2, 14 Balmoral Avenue, Springvale VIC 3171","Springvale","3171","Victoria","Australia","1733.93","Small","2","(03) 9546 5155"
"Clinical Services","All Medical Centres","St Johns Family Medical Centre","26 St Johns Avenue, Springvale VIC 3171","Springvale","3191","Victoria","Australia","1733.99","Small","2","(03) 9558 5311"
"Clinical Services","All Medical Centres","Mount Evelyn Medical Clinic","9-11 Wray Crescent, Mount Evelyn VIC 3796","Mount Evelyn","3796","Victoria","Australia","1734.03","Small","3","(03) 9736 1444"
"Clinical Services","All Medical Centres","Springvale","11 Windsor Avenue, Springvale VIC 3171","Springvale","3191","Victoria","Australia","1734.06","Small","1","(03) 9558 5679"
"Clinical Services","All Medical Centres","Springvale","30 St Johns Avenue, Springvale VIC 3171","Springvale","3171","Victoria","Australia","1734.08","Small","1","(03) 9546 9605"
"Clinical Services","All Medical Centres","Springvale","10 Windsor Avenue, Springvale VIC 3171","Springvale","3171","Victoria","Australia","1734.1","Small","1","(03) 9562 3488"
"Clinical Services","All Medical Centres","Springvale Medical Specialists","8 Windsor Avenue, Springvale VIC 3171","Springvale","3191","Victoria","Australia","1734.12","Small","1","(03) 9546 7900"
"Clinical Services","All Medical Centres","Dr Trinh Cao Clinic","16 St James Avenue, Springvale VIC 3171","Springvale","3171","Victoria","Australia","1734.26","Small","2","(03) 9540 3188"
"Clinical Services","All Medical Centres","Springvale","296A Springvale Road, Springvale VIC 3171","Springvale","3171","Victoria","Australia","1734.27","Small","1","(03) 9562 4850"
"Clinical Services","All Medical Centres","Springvale","12 St James Avenue, Springvale VIC 3171","Springvale","3171","Victoria","Australia","1734.3","Small","1","(03) 9546 3453"
"Clinical Services","All Medical Centres","St James Avenue Medical Centre","10 St James Avenue, Springvale VIC 3171","Springvale","3190","Victoria","Australia","1734.31","Small","3","(03) 9547 7245"
"Clinical Services","All Medical Centres","Stillpoint Medical","29 Darryl Street, Scoresby VIC 3179","Scoresby","3179","Victoria","Australia","1734.37","Small","3","(03) 9763 8411"
"Clinical Services","All Medical Centres","Wellness Superclinic","Unit 4, 387 Springvale Rd, Springvale VIC 3171","Springvale","3192","Victoria","Australia","1734.47","Small","1","(03) 7019 5680"
"Clinical Services","All Medical Centres","Molewise Skin Cancer Clinic","760 Stud Rd, Scoresby VIC 3179","Scoresby","3179","Victoria","Australia","1734.53","Small","1","(03) 8488 9690"
"Clinical Services","All Medical Centres","Ferngate Medical Centre","691 Burwood Highway, Ferntree Gully VIC 3156","Ferntree Gully","3156","Victoria","Australia","1734.55","Midsized","5","(03) 9758 2199"
"Clinical Services","All Medical Centres","Boronia Medical Centre","152 Boronia Rd, Boronia VIC 3155","Boronia","3155","Victoria","Australia","1734.58","Large","12","(03) 9762 1933"
"Clinical Services","All Medical Centres","Springvale Family Healthcare","346 Springvale Road, Springvale VIC 3171","Springvale","3192","Victoria","Australia","1734.6","Small","1","(03) 9546 9222"
"Clinical Services","All Medical Centres","Boronia","Shop 3a/148 Boronia Rd, Boronia VIC 3155","Boronia","3146","Victoria","Australia","1734.62","Small","1","(03) 9762 9445"
"Clinical Services","All Medical Centres","Boronia","Shop 20b Upper Level The Boronia Mall 50, Boronia VIC 3155","Boronia","3029","Victoria","Australia","1734.64","Small","4","(03) 9762 8533"
"Clinical Services","All Medical Centres","Myhealth Boronia","Shop 17 & 18, Dorset Square, Boronia VIC 3155","Boronia","3155","Victoria","Australia","1734.68","Small","2","(03) 9017 5026"
"Clinical Services","All Medical Centres","Boronia","18 Dorset Square, Boronia VIC 3155","Boronia","3155","Victoria","Australia","1734.68","Small","2",""
"Clinical Services","All Medical Centres","Mordialloc Medical Centre","554 Main Street, Mordialloc VIC 3195","Mordialloc","3195","Victoria","Australia","1734.83","Small","2","(03) 9587 6311"
"Clinical Services","All Medical Centres","Marysville Medical Clinic","31 Falls Road, Marysville VIC 3779","Marysville","3757","Victoria","Australia","1734.86","Small","2","(03) 5963 3637"
"Clinical Services","All Medical Centres","McDonald Street Medical Centre","4-6 McDonald Street, Mordialloc VIC 3195","Mordialloc","3195","Victoria","Australia","1734.86","Midsized","5","(03) 9580 6111"
"Clinical Services","All Medical Centres","Union Medical Centre","471 Springvale Road, Springvale VIC 3171","Springvale","3192","Victoria","Australia","1734.95","Small","2","(03) 9547 6975"
"Clinical Services","All Medical Centres","Waverley Police Road Medical Centre","304 â€“ 306 Police Road, Noble Park North VIC 3174","Noble Park North","3188","Victoria","Australia","1735.01","Midsized","7","(03) 9795 0468"
"Clinical Services","All Medical Centres","Mulgrave","Shop 4 271 Police Rd, Mulgrave VIC 3170","Mulgrave","3188","Victoria","Australia","1735.05","Small","1","(03) 9558 5554"
"Clinical Services","All Medical Centres","MyClinic Mulgrave","Shop 4, Waverley Gardens Shopping Centre, Police Rd and Jacksons Rd, Mulgrave VIC 3170","Mulgrave","3188","Victoria","Australia","1735.08","Small","2","(03) 9558 5554"
"Clinical Services","All Medical Centres","Greater Knox Family Practice","43 Boronia Road, Boronia VIC 3155","Boronia","3155","Victoria","Australia","1735.11","Midsized","5","(03) 9761 1244"
"Clinical Services","All Medical Centres","Springvale South","525 Springvale Road, Springvale South VIC 3172","Springvale South","3172","Victoria","Australia","1735.42","Small","2","(03) 9548 1666"
"Clinical Services","All Medical Centres","Rex Medical Clinic","Shop 26, 1180 Ferntree Gully Road, Ferntree Gully VIC 3156","Knoxfield","3180","Victoria","Australia","1735.44","Small","1","(03) 9758 8880"
"Clinical Services","All Medical Centres","Athol Road Medical Centre","175 Athol Road, Springvale South VIC 3172","Springvale South","3175","Victoria","Australia","1735.62","Small","1","(03) 9574 1718"
"Clinical Services","All Medical Centres","Commercial Road Medical Centre","27 Commercial Road, Ferntree Gully VIC 3156","Ferntree Gully","3156","Victoria","Australia","1735.79","Small","3","(03) 9752 2407"
"Clinical Services","All Medical Centres","InterHealth Medical Clinic","110 Centre Dandenong Road, Dingley Village VIC 3172","Dingley Village","3172","Victoria","Australia","1735.86","Midsized","7","(03) 9558 2155"
"Clinical Services","All Medical Centres","Boronia Hillview Medical","293 Forest Road, Boronia VIC 3155","Boronia","3155","Victoria","Australia","1735.87","Small","1","(03) 9088 1962"
"Clinical Services","All Medical Centres","Blayney Family Medical Practice","1 Osman Street, Blayney NSW 2799","Blayney","6271","New South Wales","Australia","1735.93","Small","3","(02) 6368 9333"
"Clinical Services","All Medical Centres","McKinley Medical Centre","433 Police Road, Mulgrave VIC 3170","Mulgrave","3170","Victoria","Australia","1736.04","Large","12","(03) 9795 4011"
"Clinical Services","All Medical Centres","Silverton Medical Clinic","135 Jacksons Road, Noble Park VIC 3174","Noble Park North","3174","Victoria","Australia","1736.08","Small","2","(03) 9795 4122"
"Clinical Services","All Medical Centres","Stud Park Medical & Dental Centre","Unit 1, 1089 Stud Road, Rowville VIC 3178","Rowville","3880","Victoria","Australia","1736.39","Small","2","(03) 9764 8877"
"Clinical Services","All Medical Centres","Rowville Central Clinic","Suites 1 & 2, 7 Fulham Road, Rowville VIC 3178","Rowville","3178","Victoria","Australia","1736.4","Small","1","(03) 9763 8899"
"Clinical Services","All Medical Centres","Alsalam Medical Centre","1106 Stud Road, Rowville VIC 3178","Rowville","3178","Victoria","Australia","1736.43","Small","1","(03) 9764 8440"
"Clinical Services","All Medical Centres","First Health Medical Centre-Rowville","Unit 1,, 1091 Stud Road, Rowville VIC 3178","Rowville","3187","Victoria","Australia","1736.44","Small","2","(03) 9763 6663"
"Clinical Services","All Medical Centres","Eastbrooke Family Clinic","1098 Heatherton Road, Noble Park VIC 3174","Noble Park","3192","Victoria","Australia","1736.5","Small","3","(03) 9546 9477"
"Clinical Services","All Medical Centres","TLC Medical Centre","1a Frank Street, Noble Park VIC 3174","Noble Park","3174","Victoria","Australia","1736.64","Small","1","(03) 9548 0868"
"Clinical Services","All Medical Centres","Mulgrave Private Hospital","Dept of Emergency, Cnr Gladstone & Police Roads, Mulgrave VIC 3170","Mulgrave","3170","Victoria","Australia","1736.66","Small","1","(03) 9790 4250"
"Clinical Services","All Medical Centres","Noble Medical Clinic","1 Noble Street, Noble Park VIC 3174","Noble Park","3174","Victoria","Australia","1736.66","Small","1","(03) 9548 0666"
"Clinical Services","All Medical Centres","Yarra Ranges Medical Clinic","411 Clegg Road, Wandin North VIC 3139","Wandin North","3139","Victoria","Australia","1736.71","Small","2","(03) 5964 2700"
"Clinical Services","All Medical Centres","Noble Park","33 Frank St, Noble Park VIC 3174","Noble Park","3174","Victoria","Australia","1736.79","Small","2","(03) 8514 1900"
"Clinical Services","All Medical Centres","Rowville Health","12 St Lawrance Way, Rowville VIC 3178","Rowville","3178","Victoria","Australia","1737.33","Small","4","(03) 9764 1617"
"Clinical Services","All Medical Centres","Diagnom Medical Centre","367-369 Princess Highway, Noble Park VIC 3174","Noble Park","3192","Victoria","Australia","1737.37","Small","1","(03) 8669 0679"
"Clinical Services","All Medical Centres","Henderson Medical Clinic","2 Henderson Road, Keysborough VIC 3173","Keysborough","3172","Victoria","Australia","1737.46","Small","1","(03) 9798 4616"
"Clinical Services","All Medical Centres","Hill Medical Services","51 Chandler Road, Noble Park VIC 3174","Noble Park","3174","Victoria","Australia","1737.64","Midsized","9","(03) 9562 4766"
"Clinical Services","All Medical Centres","Remedium Medical Clinic","1291 Heatherton Road, Noble Park VIC 3174","Noble Park","3174","Victoria","Australia","1737.64","Small","1","(03) 9548 1444"
"Clinical Services","All Medical Centres","Aspendale Clinic","147 Station Street, Aspendale VIC 3195","Aspendale","3195","Victoria","Australia","1737.64","Midsized","6","(03) 9580 1200"
"Clinical Services","All Medical Centres","The Medical Practice","19 Brady Road, Dandenong VIC 3175","Dandenong North","3175","Victoria","Australia","1737.76","Small","1","(03) 9795 8003"
"Clinical Services","All Medical Centres","Dalwallinu Medical Centre","19 Myers Street, Dalwallinu WA 6609","Dalwallinu","2450","Western Australia","Australia","1737.78","Small","1","(08) 9661 1203"
"Clinical Services","All Medical Centres","Wellness on Wellington","Suite 1, 1101 Wellington Road, Rowville VIC 3178","Rowville","3167","Victoria","Australia","1737.94","Large","11","(03) 9780 8900"
"Clinical Services","All Medical Centres","Liberty Avenue Medical Centre","95 Liberty Avenue, Rowville VIC 3178","Rowville","3178","Victoria","Australia","1737.97","Small","2","(03) 9755 5188"
"Clinical Services","All Medical Centres","Shalimar House","48 Brady Road, Dandenong North VIC 3175","Dandenong North","3175","Victoria","Australia","1738.0","Small","2","(03) 9790 0222"
"Clinical Services","All Medical Centres","Upper Ferntree Gully Medical Clinic","5 Dawson Street, Upper Ferntree Gully VIC 3156","Ferntree Gully","3156","Victoria","Australia","1738.0","Small","2","(03) 9752 3248"
"Clinical Services","All Medical Centres","Medical for Everybody","Shop 15, 11 Narelle Drive, Aspendale Gardens VIC 3195","Aspendale Gardens","3195","Victoria","Australia","1738.0","Midsized","5","(03) 9590 9955"
